,10 con 100,10 con 1000,10 con 10000
0,2.160037180259553,2.160413658081958,2.1604099069282827
1,2.1604014868483787,0.9037402642303191,2.7887334606663914
2,0.7600690545586284,2.788733335386371,2.160415117819295
3,1.53167168417929,-0.49560499496575705,2.1604139563765012
4,1.5314060879629359,1.5320925934323002,2.1604133551907205
5,-0.49651204543336547,-1.9464823331924506,2.1604145391559677
6,0.902891809323771,0.877103671274068,0.90377787725377
7,1.5318005194121884,3.417041070922096,1.5320964739560623
8,2.160382268942294,1.5320680984374628,1.5320946466745233
9,3.416824298705477,2.160395969933341,2.7887323559017663
