,30 con 100,30 con 1000,30 con 10000
0,2.788425476231396,0.9037700865977252,0.903776557151953
1,2.7883399582856936,1.532074486133586,2.7887315724131416
2,0.13061953189689335,1.5320957690790096,2.1604140287348708
3,0.1252482188016666,0.9037574706208708,2.160415086819665
4,2.1596563496408256,3.4170480170196145,2.1604144018914972
5,2.788677825690458,2.7886961381945556,1.5320960242660164
6,2.160323404409406,3.416979283798037,2.7887334385484808
7,2.1601902223612743,2.1604060638068976,2.160414406094923
8,1.5315220726751657,-0.495661427242728,0.9037774522317218
9,0.7496536128272596,1.532084575133723,1.5320954433055998
10,0.7586432244304626,3.416992962975852,0.9037769876670709
11,2.7884383985196286,3.417033166214299,2.7887330404606163
12,3.4166043883441466,0.7608196491546576,2.7887321950852852
13,2.160410653092123,0.9037669606104153,0.9037742800688822
14,0.9035821326731487,-0.4896608822683287,1.5320953133146744
15,2.160354423989408,2.1603880366490262,1.5320944032126522
16,0.13089258673889237,3.4170423320938426,2.788729319809106
17,2.7884916947192195,0.9037497409674335,2.1604135225456753
18,1.5320572964273174,2.160393474721097,2.788731285306568
19,2.7887303862043913,2.160391952696722,2.1604120312262105
20,0.8745881333053249,0.9037531949467185,1.5320963268607
21,2.1597740611792418,2.16040585743221,2.1604149162815025
22,1.5315183702894102,2.7887320628666594,2.1604142294845445
23,3.416879401152432,0.9037528747844704,2.7887331292075146
24,0.139504890723134,2.7887313667511666,2.1604141909546803
25,2.7880879138598837,2.160403451745668,3.4170503544871917
26,1.5319172451676188,1.5320957951600296,2.7887254519855733
27,2.160394790459378,2.160412464667898,2.7887311933770826
28,3.416981709847669,-1.3150881057724608,0.9037741248823364
29,0.9037479211056643,1.5320819437119357,1.532095341682333
